,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
0,new,American Express Global Business Travel,"Chicago, IL+2 locations",N/A,"Must have a Master’s degree in Computer Science, Computer Engineering, Information Systems, or related technical field and 1 year of work experience in job…",PostedToday,2022-05-05
1,new,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)+9 locations",N/A,"Evolves software solutions that meet product functionality and quality needs with respect to functionality, performance, scalability, reliability, schedules and…",Posted4 days ago,2022-05-05
2,Associate Software Engineer,"Vizient, Inc.","Chicago, IL 60606 (Loop area)",N/A,"Full-stack software development experience preferred.
Resolve application defects (debugging and bug cycle support).
Develop and test defined user stories.",Posted26 days ago,2022-05-05
3,new,Accenture,"Chicago, IL",N/A,"Minimum 5 years’ of experience in a relevant discipline including UX design in immersive experiences, content creation across 2D and 3D workflows, XR, etc.",Posted7 days ago,2022-05-05
4,Software Development Engineer I,American Express Global Business Travel,"Chicago, IL",N/A,You will develop and test complex or non-routine software applications and related programs and procedures to ensure they meet design requirements.,Posted30+ days ago,2022-05-05
5,Software Development Engineer,"Amazon Dev Center U.S., Inc.","Chicago, IL+12 locations",N/A,"We're looking for a software development engineer to keep innovating upon our storage systems.
1+ years of experience in software development.",Posted30+ days ago,2022-05-05
6,new,"JPMorgan Chase Bank, N.A.","Chicago, IL+14 locations",N/A,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.
BS/BA degree or equivalent experience.",PostedJust posted,2022-05-05
7,new,Splunk,"Remote in Chicago, IL 60610+2 locations",N/A,"Note: Disclosure per sb19-085 (8-5-201 et seq).
Experience in secure multi-tenant cloud development.
Experience with development and deployment in a hosted…",Posted1 day ago,2022-05-05
8,new,"JPMorgan Chase Bank, N.A.","Chicago, IL+3 locations",N/A,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.
BS/BA degree or equivalent experience.",PostedJust posted,2022-05-05
9,Software Engineer II,Microsoft,"Chicago, IL 60601 (The Loop area)+1 location",N/A,"Hands-on experience building production quality software (ideally cloud services) in an agile environment.
Effective communication and collaboration skills.",Posted30+ days ago,2022-05-05
10,new,PayPal,"Chicago, IL 60618 (Avondale area)+8 locations",N/A,"We have great benefits including a flexible work environment, employee shares options, health and life insurance and more.
Experience in Kotlin or Swift coding.",Posted2 days ago,2022-05-05
11,Software QA Engineer [Remote],CDK Global,"Remote in Chicago, IL 60007",N/A,"Assist QA Lead Engineer with liaison between QA project team, outside contractors and internal company areas in coordinating QA responsibilities in the QA…",Posted12 days ago,2022-05-05
12,Junior Software Engineer,Valkyrie Trading,"Chicago, IL 60605 (The Loop area)",Estimated $76.9K - $97.3K a year,"Bachelor’s degree or a strong foundation in computers and programming.
Exceptional ability to produce clean, efficient code in C++ or C#.",Posted30+ days ago,2022-05-05
13,Software Engineer Apprentice,Red Foundry,"Chicago, IL",Estimated $95.2K - $121K a year,"Able to work collaboratively in small teams with other specialized software development individuals.
Bachelor’s degree in software engineering, computer science…",Posted30+ days ago,2022-05-05
14,Software Engineer,Imperium Dynamics,"Chicago, IL",Estimated $88.3K - $112K a year,"Develop quality software and web applications.
Analyze and maintain existing software applications.
Design highly scalable, testable code.",Posted30+ days ago,2022-05-05
15,new,Splunk,"Remote in Chicago, IL 60610+2 locations",N/A,"Note: Disclosure per sb19-085 (8-5-201 et seq).
Experience in secure multi-tenant cloud development.
Experience with development and deployment in a hosted…",Posted1 day ago,2022-05-05
16,Backend Engineer - NodeJS,iVoyant,"Chicago, IL+1 location",Estimated $107K - $135K a year,"2+ years experience as backend engineer developing API's.
3+ years of experience in software development experience.
2+ years experience in Node.js.",Posted12 days ago,2022-05-05
17,Software QA Engineer [Remote],CDK Global,"Remote in Chicago, IL 60007",N/A,"Assist QA Lead Engineer with liaison between QA project team, outside contractors and internal company areas in coordinating QA responsibilities in the QA…",Posted12 days ago,2022-05-05
18,"Staff Software Engineer, Compilers, Runtimes and Toolchains",Google,"Hybrid remote in Chicago, IL+1 location",N/A,"5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.",Posted19 days ago,2022-05-05
19,"Senior Software Engineer, Backend",Automox Technologies,"Remote in Chicago, IL",Estimated $113K - $143K a year,"Extend, enhance, and maintain the core product software and databases.
You have experience with cloud native application development ""Docker, AWS, Kubernetes"".",Posted30+ days ago,2022-05-05
20,Software Development Engineer,"Amazon Dev Center U.S., Inc.","Chicago, IL+12 locations",N/A,"We're looking for a software development engineer to keep innovating upon our storage systems.
1+ years of experience in software development.",Posted30+ days ago,2022-05-05
21,Java Software Engineer - Chicago,"JPMorgan Chase Bank, N.A.","Chicago, IL+6 locations",N/A,"Understanding of software skills such as business analysis, development, maintenance and software improvement.
Successful contribution to software systems.",Posted20 days ago,2022-05-05
22,Software Development Engineer,Verifone,"Chicago, IL 60644 (South Austin area)+1 location",N/A,"WITH THE U.S. DEPARTMENT OF LABOR.
TO EMPLOY A NONIMMIGRANT H-1B TEMPORARY WORKER.
VeriFone, Inc. seeks one H-1B nonimmigrant and is filing a Labor Condition…",Posted30+ days ago,2022-05-05
23,new,"JPMorgan Chase Bank, N.A.","Chicago, IL+14 locations",N/A,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.
BS/BA degree or equivalent experience.",PostedJust posted,2022-05-05
24,Associate Software Engineer Program-Chicago-May 2022 Graduat...,Fitch Group,"Chicago, IL+11 locations",Estimated $59.9K - $75.9K a year,The 12-month program will give graduates the training they need to become a successful software engineer within the Enterprise Technology team.,Posted30+ days ago,2022-05-05
25,Software Engineer,Valkyrie Trading,"Chicago, IL 60605 (The Loop area)+1 location",Estimated $95.6K - $121K a year,"2+ years of professional software development experience.
Exceptional ability to produce clean, efficient code in C++ or C#.",Posted12 days ago,2022-05-05
26,new,ConData,"Oak Brook, IL",Estimated $100K - $127K a year,"A collaborator who enjoys working with engineers and users every day.
ConData's audit services are performed across all parcel and freight transportation modes …",PostedToday,2022-05-05
27,new,Salesforce,"Chicago, IL 60654 (River North area)",N/A,"You may also be offered a bonus, restricted stock units, and benefits.
You know your way around UIKit and architecture patterns and are eager to partner with…",PostedToday,2022-05-05
28,new,PayPal,"Chicago, IL 60618 (Avondale area)+19 locations",N/A,"We have great benefits including a flexible work environment, employee shares options, health and life insurance and more.
Experience in Kotlin or Swift coding.",Posted2 days ago,2022-05-05
29,"2022 Associate Software/DT Engineer (Rolling Meadows, IL)",Northrop Grumman,"Rolling Meadows, IL 60008+9 locations",N/A,"NET, Java, CUDA, embedded real-time development, embedded Linux, Windows, VxWorks, and TI code composer.
Be involved in full life-cycle product development of…",Posted30+ days ago,2022-05-05
30,"Software Engineer, Backend",iRhythm Technologies,"Remote in Chicago, IL",N/A,"2+ years of software engineering experience.
Develop server-side components/services for Zio Service platform.
Develop and hold design documentation reviews.",Posted30+ days ago,2022-05-05
31,new,GTY Technology,"Remote in Chicago, IL",Estimated $107K - $136K a year,"Several years of experience developing scalable back-end solutions using object-oriented language.
Expand our platform to best serve our customers, who are…",PostedToday,2022-05-05
32,new,Xylem,"Chicago, IL 60615 (Hyde Park area)",N/A,"Excellent written & oral communication skills with peers, end-users, and management.
Come collaborate with a team of tech enthusiasts, who are passionate about…",Posted1 day ago,2022-05-05
33,Java Software Engineer - Chicago,"JPMorgan Chase Bank, N.A.","Chicago, IL+6 locations",N/A,"Understanding of software skills such as business analysis, development, maintenance and software improvement.
Successful contribution to software systems.",Posted20 days ago,2022-05-05
34,Software Engineer,Finix Payments,"Chicago, IL+1 location",Estimated $102K - $130K a year,"Work closely with senior engineers to create stable and scalable system architecture.
We build payments infrastructure for vertically-focused software companies…",Posted30+ days ago,2022-05-05
35,new,John Deere,"Hybrid remote in Chicago, IL 60607+4 locations",N/A,"Engage in all aspects of the software delivery cycle including the design, build, test, deploy, and support of high quality front-end and back-end applications.",Posted2 days ago,2022-05-05
36,Jr. Sofware Engineer,Cognizant Technology Solutions,"Naperville, IL",N/A,"Using strong logic, computer language skills, combined with software industry and practical knowledge, deliver and maintain applications and software providing…",Posted21 days ago,2022-05-05
37,T-Mobile Cell Phone Repair Technician (Paid Training and App...,Assurant,"Chicago, IL+1 location",N/A,"Strong oral and written communication skills.
Our Cell Phone Repair Technicians keep T-Mobile customers connected by engaging with them to explore device issues…",Posted30 days ago,2022-05-05
38,"Staff Software Engineer, Compilers, Runtimes and Toolchains",Google,"Hybrid remote in Chicago, IL+1 location",N/A,"5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.",Posted19 days ago,2022-05-05
39,Software Dev Engineer/ DevOps Engineer,Expedia Group,"Chicago, IL 60661 (Near West Side area)+1 location",N/A,"You have exposure to and understanding of cloud (AWS, Google Cloud, Azure, etc.).
In depth knowledge of designing, developing, testing, and supporting software…",Posted30+ days ago,2022-05-05
40,Software Engineer in Testing - Remote,Donnelley Financial Solutions,"Remote in Chicago, IL 60601+1 location",N/A,"Perform Positive/Negative/Integration/Regression/Automation/Browser Compatibility Tests with great focus on reporting.
Working knowledge of Agile methodologies.",Posted21 days ago,2022-05-05
41,Software Test Engineer,CSC (Corporation Service Company),"Temporarily Remote in Buffalo Grove, IL",N/A,"Participating in the planning and execution of the latest technologies, solutions and software quality standards along with and participating in building the…",Posted30+ days ago,2022-05-05
42,"Software Engineer, Chicago",WiseTech Global,"Chicago, IL",Estimated $89.7K - $114K a year,WiseTech Global is a place where technical skills are half the solution to any given problem and your willingness to learn and grow within the role is the…,Posted30+ days ago,2022-05-05
43,new,Talan,"Chicago, IL 60606 (The Loop area)",N/A,"Degree in software engineering (MSc).
3-5 years’ experience with Python development (with strong emphasis on REST APIs).
Must be fluent in French.",PostedJust posted,2022-05-05
44,Automation Test Engineer,Curve Health,"Remote in Chicago, IL",Estimated $94.1K - $119K a year,"Supporting the software team in root cause analysis and in the reproduction of error messages.
As a Test Engineer, you'll work closely with our engineers to…",Posted9 days ago,2022-05-05
45,new,ServiceNow,"Chicago, IL 60607 (West Town area)+1 location",N/A,Design software that is simple to use to allow customers to extend and customize the functionality to meet their specific needs.,Posted1 day ago,2022-05-05
46,new,"JPMorgan Chase Bank, N.A.","Chicago, IL",N/A,"Experience with a cloud platform such as Pivotal Cloud Foundry or AWS.
Collaborate with the Product Owner, Operations and Technology partners around the world.",Posted8 days ago,2022-05-05
47,"2022 Associate Software/DT Engineer (Rolling Meadows, IL)",Northrop Grumman,"Rolling Meadows, IL 60008+9 locations",N/A,"NET, Java, CUDA, embedded real-time development, embedded Linux, Windows, VxWorks, and TI code composer.
Be involved in full life-cycle product development of…",Posted30+ days ago,2022-05-05
48,Senior Software Engineer,Denim Social,"Chicago, IL+1 location",Estimated $125K - $159K a year,"Help us build a world-class software and stronger customer relationships.
Denim Social is a social media management software company that provides tools to…",Posted8 days ago,2022-05-05
49,Java Software Engineer,Capgemini,"Chicago, IL 60606 (West Loop Gate area)+20 locations",N/A,"About DCX – Digital Customer Experience.
The Capgemini Digital Customer Experience (DCX) practice specializes in driving business value and customer engagement…",Posted14 days ago,2022-05-05
50,Software Engineer - SRE (Remote),Donnelley Financial Solutions,"Remote in Chicago, IL 60601+4 locations",N/A,"Product managers, other developers, SRE, junior engineers, senior engineers, offshore.
At least 1 year of experience developing professional software systems.",Posted10 days ago,2022-05-05
51,Software Engineer,Lenovo,"Chicago, IL",Estimated $84.2K - $107K a year,"Minimum of 1 year of experience in software development.
Strong knowledge in algorithm, data structure and object oriented programming.",Posted30+ days ago,2022-05-05
52,Associate Software Engineer,Concurrency,"Chicago, IL+2 locations",Estimated $67.2K - $85.2K a year,"Understanding of all phases of the software development lifecycle.
1 - 3 years of experience in full life cycle development.",Posted14 days ago,2022-05-05
53,new,ConData,"Oak Brook, IL",Estimated $100K - $127K a year,"A collaborator who enjoys working with engineers and users every day.
ConData's audit services are performed across all parcel and freight transportation modes …",PostedToday,2022-05-05
54,Software Development,Workfully,"Remote in Chicago, IL 60604+4 locations",Estimated $80.8K - $102K a year,"Develop, design, and code the right solutions, test application testing scripts before project production.
Work in an agile environment to deliver high-quality…",Posted30+ days ago,2022-05-05
55,Web QA Engineer,Doximity,"Remote in Chicago, IL",N/A,"Create, update, and execute comprehensive test cases to ensure that our software applications meet requirements.",Posted23 days ago,2022-05-05
56,new,Comcentric,"Remote in Chicago, IL+2 locations",N/A,"Experience in data structures, algorithms, and software design.
Experience writing code in Java, Go, Shell, Perl, Node.js, Python, or a similar language.",PostedJust posted,2022-05-05
57,new,Match,"Remote in Chicago, IL",N/A,"You will join us in modernizing our cloud-native stack (.NET 6, AWS).
You will assist in the creation of new database objects and stored procedures.",Posted6 days ago,2022-05-05
58,Front-end Engineer,CartPilot.,"Chicago, IL",Estimated $88.8K - $112K a year,"You should be very efficient at understanding different use cases, prioritizing tasks, working with Git and implementing the GitHub flow.",Posted30+ days ago,2022-05-05
59,"Senior Software Engineer, Front End",Google,"Chicago, IL (West Town area)+1 location",N/A,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",Posted30+ days ago,2022-05-05
60,new,Match,"Remote in Chicago, IL",N/A,"You will join us in modernizing our cloud-native stack (.NET 6, AWS).
You will assist in the creation of new database objects and stored procedures.",Posted6 days ago,2022-05-05
61,Front-end Engineer,CartPilot.,"Chicago, IL",Estimated $88.8K - $112K a year,"You should be very efficient at understanding different use cases, prioritizing tasks, working with Git and implementing the GitHub flow.",Posted30+ days ago,2022-05-05
62,Jr. Software Engineer,Pampered Chef,"Addison, IL",Estimated $88.8K - $112K a year,"Maintain high standards of software quality.
Bachelor degree in computer science/software engineering or equivalent work experience.",Posted30+ days ago,2022-05-05
63,Software Engineer,Echo Global Logistics,"Chicago, IL 60654 (Goose Island area)",N/A,"Collaborate with back-end developers internally and client-side on integrating APIs.
Intermediate knowledge of MVC, MVVM, and other software design patterns.",Posted21 days ago,2022-05-05
64,Software Engineer (Java),"The Travelers Companies, Inc.","Chicago, IL",N/A,"Communication - Strong communicator who possesses the ability to articulate information clearly and concisely with the business, document work in a clear, easy…",Posted30+ days ago,2022-05-05
65,new,Accenture,"Chicago, IL+4 locations",N/A,Accenture Flex employees work in their local metro area onsite at the project significantly reducing and or eliminating the demands to travel.,Posted6 days ago,2022-05-05
66,"Senior Software Engineer, Back End",Capital One - US,"Chicago, IL+2 locations",N/A,"Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve…",Posted11 days ago,2022-05-05
67,Software Developer,Brunswick Corporation,"Chicago, IL",Estimated $84.9K - $108K a year,"Work with CI/CD tools, and source control such as GIT and Azure DevOps.
Building and maintaining tools, solutions and microservices associated with deployment…",Posted13 days ago,2022-05-05
68,Software Developer 2,Oracle,"Chicago, IL",N/A,"As a member of the software engineering division, you will apply basic to intermediate knowledge of software architecture to perform software development tasks…",Posted20 days ago,2022-05-05
69,Junior Full-Stack Developer,Origami Risk LLC,"Chicago, IL 60601 (Loop area)+1 location",Estimated $58.4K - $74K a year,"NET (or similar), MVC, SQL Server, C#, HTML/CSS, and Javascript.
We deliver a full suite of risk management and insurance core system solutions from a single,…",Posted13 days ago,2022-05-05
70,new,Wework,"Chicago, IL 60603 (The Loop area)",N/A,"Demonstrated architecture skills at a multi-system level and writing scalable, efficient, and clean code.
Enjoy systems designing through leading designs of…",Posted1 day ago,2022-05-05
71,Django / Python Developer,Apexon,"Temporarily Remote in Chicago, IL 60601+1 location",N/A,"Notes: Remote to start - then onsite in Chicago down the line.
This resource will come in to help clean up the codebase and streamline the application and a…",Posted30+ days ago,2022-05-05
72,Senior Software Developer,"1 Source Consulting, Inc","Lemont, IL",Estimated $115K - $146K a year,"Provide planning, status reporting, estimation of work efforts and take ownership of development changesLanguages/Tech:• Go• Ruby on Rails• Vue.js• Basic Gitlab…",Posted30+ days ago,2022-05-05
73,Software Engineer,CCC,"Chicago, IL",N/A,"The Software Engineer will join the Products & Technology Parts Team working on new, emerging, and existing software products.",Posted8 days ago,2022-05-05
74,Software Engineer,Optiver,"Chicago, IL+1 location",Estimated $61.2K - $77.4K a year,"Our user interfaces must present coherent, responsive real-time visualizations of market activity and system performance while providing intuitive control of a…",Posted30+ days ago,2022-05-05
75,"Software Engineer III, Infrastructure, Google Health",Google,"Hybrid remote in Chicago, IL+3 locations",N/A,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",Posted30+ days ago,2022-05-05
76,Lead Software Engineer (LMTS) - Quill,Tableau,"Chicago, IL",N/A,"You may also be offered incentive compensation, bonus, restricted stock units, and benefits.
Experience building data analytics tools.",Posted30+ days ago,2022-05-05
77,Software Engineer,BAI,"Hybrid remote in Chicago, IL 60603",N/A,"NET Application Development (C# with Visual Studio), utilizing both WebForms and ASP.net MVC frameworks.
BAI offers an outstanding benefit package including…",Posted13 days ago,2022-05-05
78,Associate Database Software Engineer/ Database Software Engi...,Northrop Grumman,"Rolling Meadows, IL 60008",N/A,"Automating reports and processes through software development.
Must have fluency in MS Office software applications.",Posted30+ days ago,2022-05-05
79,Junior C++ Developer - 5311,ION,"Chicago, IL",N/A,We are looking for entry-level software engineers with a can-do attitude who are passionate about solving complex problems to help us meet strong customer…,Posted30+ days ago,2022-05-05
80,Software Engineer,Workfully,"Chicago, IL 60604 (Loop area)+2 locations",Estimated $98.8K - $125K a year,Collaborate with product owners and other business partners to understand and refine requirements that drive innovative cloud native B2B SaaS solution…,Posted30 days ago,2022-05-05
81,Junior Java/Spring Boot Software Engineer,"JPMorgan Chase Bank, N.A.","Chicago, IL",N/A,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.
BS/BA degree or equivalent experience.",Posted9 days ago,2022-05-05
82,new,Costco Wholesale,"Chicago, IL+1 location",N/A,"Experience with software development lifecycle methodologies.
5 years’ functional and technical design experience.",PostedToday,2022-05-05
83,new,HUB International,"Remote in Chicago, IL 60684",N/A,"We're looking for a skilled software engineer who enjoys collaboration, learning new things, and building products to make peoples lives easier.",PostedToday,2022-05-05
84,new,GTY Technology,"Hybrid remote in Chicago, IL 60602",Estimated $104K - $131K a year,"Several years of experience developing scalable front-end solutions using object-oriented language.
Expand our platform to best serve our customers, who are…",PostedToday,2022-05-05
85,Software Engineer - Java Developer,Exelon Corporation,"Chicago, IL 60603 (The Loop area)+1 location",N/A,"You will be responsible for various aspects of designing, developing, deploying and maintaining applications within the project.",Posted30+ days ago,2022-05-05
86,Python Software Engineer,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)",N/A,"Builds & maintains machine learning and big data production pipelines to support advanced analytics, data science, and AI/ML solutions.",Posted30+ days ago,2022-05-05
87,Software Engineer Chicago,UBS,"Chicago, IL",Estimated $90.9K - $115K a year,Solid understanding of database design and experience in developing scalable data applications and data pipelines.,Posted21 days ago,2022-05-05
88,new,NOKIA,"Naperville, IL",N/A,"As a software developer, the individual will responsible for helping software from the respositories that is not used by our current product.",Posted6 days ago,2022-05-05
89,Backend Engineer - NodeJS,iVoyant,"Chicago, IL",Estimated $107K - $135K a year,"2+ years experience as backend engineer developing API's.
3+ years of experience in software development experience.
2+ years experience in Node.js.",Posted12 days ago,2022-05-05
90,new,Expedia Group,"Chicago, IL 60661 (Near West Side area)+8 locations",N/A,"Familiar with Continuous Integration tools (Jenkins or similar).
You will proactively take initiative to meet peers across environment and collaborate to seek…",Posted6 days ago,2022-05-05
91,Backend Engineer,Foxtrot,"Chicago, IL",Estimated $94.2K - $119K a year,"You’ll have the opportunity to work on challenging problems across the consumer ecommerce experience, inventory management, logistics and retail technology.",Posted30+ days ago,2022-05-05
92,new,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Remote in Chicago, IL",N/A,"Experience with JavaScript, HTML, ASP.net and webform development.
Uses existing procedures to solve routine or basic problems.
Job Type Full-Time Regular.",Posted7 days ago,2022-05-05
93,Junior Java Software Engineer,Humanity,"Chicago, IL",Estimated $94.4K - $120K a year,"Understanding of software skills such as business analysis, development, maintenance and software improvement.
BS/BA degree or equivalent experience.",Posted9 days ago,2022-05-05
94,Software Engineer - Frontend,CME Group,"Hybrid remote in Chicago, IL+4 locations",Estimated $104K - $131K a year,"Unit testing with Jest (or similar).
Comfort working with a large team using git, and bitbucket/stash/github or similar.
Experience with REST API design.",Posted30+ days ago,2022-05-05
95,new,"JPMorgan Chase Bank, N.A.","Chicago, IL+1 location",N/A,"Advanced knowledge of software lifecycles, including Waterfall and Agile, and test automation strategies.
You'll draw on your testing knowledge and creativity…",Posted3 days ago,2022-05-05
96,new,VMware,"Remote in Chicago, IL+14 locations",N/A,"If you are looking forward to working on tooling for packaging, builds, artifact management, product development to comply with security certifications and…",Posted1 day ago,2022-05-05
97,new,Caterpillar,"Hybrid remote in Chicago, IL 60622+2 locations",N/A,5 years or more of software development experience or at least 3 years of experience with master’s degree in computer science or related field.,PostedToday,2022-05-05
98,Software Engineering Consultant,Deloitte,"Chicago, IL 60606 (The Loop area)+1 location",N/A,"Relevant software engineering experiences in industry.
Demonstrated passion for using software engineering to bring innovative solutions to business challenges.",Posted30+ days ago,2022-05-05
99,new,Allscripts,"Chicago, IL+4 locations",N/A,Completes all necessary software and non-software components in the timelines as defined by the Scrum Team/Project Manager.,Posted5 days ago,2022-05-05
100,Audio Software Engineer,Lenovo,"Chicago, IL",Estimated $89.7K - $114K a year,The candidate will be expected to apply hardware and software knowledge to the complete product design cycle from proof-of-concept design to final production…,Posted30+ days ago,2022-05-05
101,Software Engineer,Ensemble Health Partners,"Remote in Chicago, IL+1 location",N/A,"Minimum Experience Required: 2-6 years of experience as a software engineer.
Contribute to building a culture of high-performing engineers.",Posted30 days ago,2022-05-05
102,new,AT&T,"Chicago, IL",N/A,"Develop and maintain data software engineering best practices and contribute to insights on data analytics and visualization concepts, methods, and techniques.",PostedJust posted,2022-05-05
103,Associate Software Engineer Program-Chicago-May 2022 Graduat...,Fitch Group,"Chicago, IL+6 locations",Estimated $59.9K - $75.9K a year,The 12-month program will give graduates the training they need to become a successful software engineer within the Enterprise Technology team.,Posted30+ days ago,2022-05-05
104,Software Engineer (Java),Deloitte,"Chicago, IL 60606 (The Loop area)+5 locations",N/A,"2+ years of java development experience.
Triaging issues by debugging Java code for issues and apply fixes in the code.",Posted29 days ago,2022-05-05
105,"Lead Software Engineer, Globex",CME Management,"Hybrid remote in Chicago, IL+4 locations",Estimated $139K - $176K a year,"Some continued hands-on software development as needed (java or c++).
Develops designs for all aspects of a project; Mentors seniors software engineers.",Posted20 days ago,2022-05-05
106,Software Developer I (GAMES),Everi Games Inc,"Hybrid remote in Chicago, IL+1 location",Estimated $71.1K - $90.1K a year,"Create and modify gaming software applications by applying fundamental computer science techniques.
Create shareable libraries to improve effectiveness and…",Posted30+ days ago,2022-05-05
107,"Front-End Engineer (FEE), Amazon Ads",Amazon.com Services LLC,"Chicago, IL+4 locations",N/A,"A successful engineer in this role is:
Collaborate on product direction: You’ll build and maintain strong relationships between engineering and partner…",Posted30+ days ago,2022-05-05
108,Software Engineer,Happy Returns,"Chicago, IL",N/A,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy.
As a Software Engineer you will:",Posted30+ days ago,2022-05-05
109,Software Engineer,Light & Wonder,"Hybrid remote in Chicago, IL",Estimated $90.7K - $115K a year,"We are looking for passionate and creative software engineer to join our team and help us transform the gaming world.
Welcome to the world of land-based gaming.",Posted30 days ago,2022-05-05
110,"Software Engineer Automation- Chicago, IL",U.S. Bank,"Chicago, IL+1 location",N/A,"This individual will be responsible for software development and support of the bank’s Global Treasury Management APIs and supporting applications, which…",Posted16 days ago,2022-05-05
111,new,New Apprenticeship,"Chicago, IL",N/A,"Participate in designing and detailing processes related to the software development life cycle.
In this role, you will utilize the ServiceNow platform to…",Posted5 days ago,2022-05-05
112,Senior Java Software Engineer,66degrees,"Remote in Chicago, IL",N/A,"O Senior: 10 years of Java and 5 years RESTful API development.
 A believer in iterative and evolutionary prototype approach to software development.",Posted30+ days ago,2022-05-05
113,new,Humanity,"Chicago, IL",Estimated $106K - $135K a year,"We process over petabyte of data every single week, manage it in the latest cloud technology, and build best-in-class analytical tools to add transparency and…",PostedJust posted,2022-05-05
114,new,Humanity,"Chicago, IL+2 locations",Estimated $113K - $143K a year,"5 or more years of applicable software engineering experience.
Strong fundamentals in software engineering, including proficiency in Java.",PostedJust posted,2022-05-05
115,Full-stack Software Engineer- Node/React (Remote),OpenGov,"Remote in Chicago, IL",Estimated $120K - $152K a year,"You value clean code, principles over dogma, and making the world a little better every day.
You’re very interested in learning new languages, platforms, and…",Posted30+ days ago,2022-05-05
116,Software Engineer - Node/React (Remote),OpenGov,"Remote in Chicago, IL",Estimated $115K - $146K a year,"You value clean code, principles over dogma, and making the world a little better every day.
Deliver quality, scalable, and maintainable software to customers…",Posted30+ days ago,2022-05-05
117,new,ConvergeOne,"Chicago, IL 60602 (The Loop area)",N/A,"Coordinate installation of software system.
Develop or direct software system testing or validation procedures, programming, or documentation.",PostedToday,2022-05-05
118,Software Developer 1,NOKIA,"Naperville, IL+2 locations",N/A,"As Nokia's growth engine, we create value for communication service providers and enterprise customers by leading the transition to cloud-native software and as…",Posted20 days ago,2022-05-05
119,new,Humanity,"Markham, IL",Estimated $86K - $109K a year,Leverage your previous experience to develop software solutions in support of business requirements and in accordance with predetermined software solution…,PostedJust posted,2022-05-05
120,Front end developer,John Deere,"Remote in Chicago, IL",N/A,"Troubleshooting, testing, and validating analytics implementations and through various testing tools to ensure high analytics data quality.",Posted13 days ago,2022-05-05
121,new,UScellular,"Remote in Chicago, IL",N/A,"Create and maintain content for intranet sites and other related internal web tools in accordance with plans, policies, procedures and agreed-upon schedules/…",PostedToday,2022-05-05
122,Backend Software Engineer - Opportunity for Working Remotely...,VMware,"Remote in Chicago, IL+1 location",N/A,"The primary technical skills include working with java (debugging and developing), python and SQL.
Thrill of the hunt: this job is primarily about root cause…",Posted19 days ago,2022-05-05
123,Associate Software Engineer (Temporary),WarnerMedia,"Chicago, IL",N/A,"Paid time off every year to volunteer for eligible employees.
NetherRealm Studios is looking for an Associate Software Engineer to work on core technology.",Posted25 days ago,2022-05-05
124,new,Bunzl,"Morton Grove, IL 60053",N/A,Working in a team with experienced software engineers to identify great projects and features that will help you grow in your career.,Posted1 day ago,2022-05-05
