,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
546,703,Data Services Senior Analyst,Citi,"Getzville, NY 14068",,"Prior experience in data management and/or data governance space is a plus.
Document the data needs of regulatory and internal reporting.",Posted30+ days ago,2022-05-05
547,705,HRIS ANALYST,Mohawk Valley Health Systems,"Utica, NY 13502",,"1-2 years proven working experience as a data analyst or business data analyst.
Complete data entry as needed.
Maintain HRIS system interfaces and data feeds.",Posted22 days ago,2022-05-05
548,706,Application Developer & Business Intelligence Analyst,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)",,"Proven experience with report writing and technical requirements analysis, methodology development, and data modeling;",Posted30+ days ago,2022-05-05
549,707,Clinical Systems Analyst (Informaticist) Lab,Glens Falls Hospital,"Glens Falls, NY 12801",,"At least 1-3 years of analytics or systems experience required, preferably in a healthcare setting.
Additionally, the Informaticist develops and designs data…",Posted13 days ago,2022-05-05
550,708,Business Analyst,KORE,"Rochester, NY 14624",Estimated $53K - $67.2K a year,"0-5 years’ experience as a Business analyst.
Ability to synthesize and summarize data quickly.
Strong excel and data analysis skills.",Posted30+ days ago,2022-05-05
551,709,"Analytics & Data Science, Professional, Informatics Analyst",MVP Health Care,"Schenectady, NY 12305 (Downtown area)+1 location",Estimated $56.3K - $71.3K a year,"Excellent working knowledge of data warehousing, data extraction, and standard query language for relational databases.",Posted30+ days ago,2022-05-05
552,710,Business Analyst - 4212656,Accenture,"New York, NY+3 locations",,Minimum 3 years' of experience in Business Analyst : Experience in Analyzing and defining end to end Business Process for Data warehouse ETL applications and…,Posted30+ days ago,2022-05-05
553,711,IT Analyst II - Data Center,United Nations Federal Credit Union,"Long Island City, NY 11101",Estimated $49.2K - $62.4K a year,"Join this collaborative infrastructure team and support the organizaitons business operations and growth.
This position is expected to by hybrid.",Posted25 days ago,2022-05-05
554,712,EPIC Analyst I,Albany Medical Center,"Albany, NY 12208 (Whitehall area)",,"Ensures that data coming across an interface into an Epic Application.
Performs in-depth analysis of workflows, data collection, report details, and.",Posted9 days ago,2022-05-05
555,713,Quality Analyst,Catholic Health,"Roslyn, NY",,"Analyzes data trends using statistical tools and software.
Experience in health care data analysis and reporting preferred.",Posted21 days ago,2022-05-05
556,715,Senior Research Analyst (Full Time or Part Time),Stony Brook University,"Remote in Stony Brook, NY 11794",Estimated $65.9K - $83.5K a year,"College level coursework related to data analysis.
Applicants with familiarity managing and analyzing data in R are strongly preferred.",Posted8 days ago,2022-05-05
557,716,"Financial Analyst (Buffalo, NY)",Citi,"Getzville, NY 14068",,"Evaluate moderately complex issues utilizing data, and select the best action between potentially conflicting situations.
3 + years of relevant experience.",Posted9 days ago,2022-05-05
558,717,"Business Analyst, Reserve & Trade Accounting",Mutual of America Financial Services,"New York, NY",Estimated $64.2K - $81.2K a year,"Validate data completeness and accuracy by reviewing data.
Participate in the development of analytical procedures and workflow issue resolution to improve…",Posted30+ days ago,2022-05-05
559,718,JPC - 698 - Business Analyst,Promantis Inc,"New York, NY",Estimated $93.9K - $119K a year,The Business Analyst is an individual who is responsible and accountable for one or many computer applications under the guidance of a Senior Business Analyst.,Posted30+ days ago,2022-05-05
560,719,"Business Data Analyst, Store Excellence",LRNA Shared Services,"New York, NY 10018 (Clinton area)",,"Ability to turn data into useful insights.
Experience working on a legacy/enterprise database system and input and retrieve data.",Posted30+ days ago,2022-05-05
561,721,Technology Intermediate Business Analyst,Citi,"Getzville, NY 14068",,"2-5 years of relevant experience in business analysis or systems analysis.
Consistently approach work methodically with attention to detail.",Posted30+ days ago,2022-05-05
562,722,Compensation Business Analyst,Facebook App,"New York, NY",,"Obtain a thorough understanding of our data sources and collection methods.
Work with large amounts of data and build tools to streamline the offer process.",Posted13 days ago,2022-05-05
563,724,Legal Business Analyst,McCarter & English,"New York, NY 10167 (Midtown area)",Estimated $87.6K - $111K a year,"Exposure to Intellistat or similar data warehousing platform.
Develop user-friendly workflows for capturing critical data.
Time spent on a pricing or LPM team.",Posted14 days ago,2022-05-05
564,725,"Data & Pricing Strategy Analyst, Homes (Remote)",Hopper,"Remote in New York, NY",,"Ability to analyze and extract relevant information from large, complex data sets.
Enthusiasm and curiosity for conducting research and answering hard questions…",Posted30 days ago,2022-05-05
565,726,Claims Business Analyst III (remote/hybrid),Utica Mutual Insurance Company,"Remote in Utica, NY 13502",Estimated $81K - $103K a year,Education: Bachelor's Degree preferred or Equivalent business or business analyst experience; Familiarity with automated Commercial Lines and/or Personal Lines…,Posted30+ days ago,2022-05-05
566,727,Healthcare Data Analyst,Public Consulting Group,"Albany, NY 12211",,"Performs business analyst duties by assisting project managers with projects.
Healthcare Data Analyst - Division of Operations & Systems in Menands, NY.",Posted30+ days ago,2022-05-05
567,728,"Senior Analyst, Clinical Data",Valera Health,"Remote in Brooklyn, NY",Estimated $63.7K - $80.7K a year,"Analyzing data and identifying key insights to further leverage data and quality of clinical treatment.
Experience working with EMR/EHR patient data, including…",Posted30+ days ago,2022-05-05
568,729,Business Analyst,Agama Solutions,"New York, NY",Estimated $125K - $158K a year,"Experience writing BRDs from scratch and taking the lead with dev and data model team.
Need to take the lead on this and be able to write BRDs from scratch,…",Posted30+ days ago,2022-05-05
569,730,"Senior Analyst, Strategy",Gap,"New York, NY 10013 (Tribeca area)+1 location",,"Ability to assess relatively complex situations and analyze data to make judgments and recommend solutions.
Strong analytical skills, with ability to collect,…",Posted25 days ago,2022-05-05
570,732,Senior Business Intelligence & Data Analytics Analyst,New York Life Insurance Co,"Hybrid remote in New York, NY+2 locations",,"Excellent analytical, problem-solving and quantitative skills, with exceptional attention to detail and ability to synthesize data into observations /…",Posted30+ days ago,2022-05-05
571,733,"Data Analyst, Growth (Customer Research)",Hopper,"New York, NY",,"Experience extracting quantitative insights from natural language and qualitative data.
Degree in data science, statistics, economics or relevant experience…",Posted30+ days ago,2022-05-05
572,735,IB Cross Stream Change – Business Analyst,UBS,"New York, NY+1 location",Estimated $69.9K - $88.5K a year,"This could involve reviewing a programme’s interpretation of a regulatory change to ensure the correct information is secured from clients, or unpicking revenue…",Posted30+ days ago,2022-05-05
573,737,Senior Business Analyst,Moody's,"New York, NY 10001 (Chelsea area)",,The Analytical Products are the analytical services used by MIS analysts in the rating process to analyze financial data and run predictive analysis.,Posted30+ days ago,2022-05-05
574,738,HRIS Business Analyst,Stony Brook Medicine,"Stony Brook, NY 11790",Estimated $71K - $89.8K a year,"Bachelor’s degree (foreign equivalent or higher) in a technical, business, or other analytical field.
Four (4) years of experience using an HR system (such as…",Posted28 days ago,2022-05-05
575,739,GCDO Internal Data Product Analyst,PRICE WATERHOUSE COOPERS,"Remote in New York, NY+4 locations",,"Demonstrating previous experience and exposure to data-driven product implementation, specifically data engineering, data warehousing and virtualization, and…",Posted30+ days ago,2022-05-05
576,740,APPLICATION ANALYST-CLINICAL IMAGING/PACS - 3104,Montefiore Medical Center,"Yonkers, NY 10703",,"Ability to analyze data and make recommendations.
The Application Analyst will provide technological consultation and assistance to users of the Clinical…",Posted9 days ago,2022-05-05
577,741,"Analyst, Enterprise Analytics",HealthFirst,"New York, NY 10007 (Tribeca area)+2 locations",,"Familiarity with data models and/or data modelling.
Our team of analysts is responsible for the timely delivery of data driven analytical work products ranging…",Posted30+ days ago,2022-05-05
578,742,Regulatory Data Process & Procedures Analyst,Bank of America,"New York, NY (Downtown Charlotte area)",,"This team is responsible for centralizing wholesale credit data processes, including platforms, data management, data remediation, and reporting.",Posted30+ days ago,2022-05-05
579,743,SHE Media: Business Intelligence Analyst,She Media,"New York, NY 10017 (Murray Hill area)",Estimated $83.2K - $105K a year,"Partner with data engineers and analytics to collect, cleanse and organize data consistently.
Experience working with financial data a plus.",Posted30+ days ago,2022-05-05
580,745,People Operations Analyst,Wave,"Remote in New York, NY",Estimated $44.7K - $56.7K a year,"Support or manage projects implementing data-focused tools.
Research problems or processes that require data-driven improvements.",Posted30+ days ago,2022-05-05
581,747,Financial Analyst- ERP (Remote Opportunity),North American Partners in Anesthesia,"Remote in Albany, NY",,"Ability to analyze data and make recommendations.
Hold access to employee and organizational data in the strictest confidence.",Posted30+ days ago,2022-05-05
582,748,Business Analyst,McNeil & Company,"Cortland, NY 13045",Estimated $49.3K - $62.5K a year,"Responsible for the support of end users through ConceptOne front-end features for all departments, analyzing data and developing solutions based on identified…",Posted30+ days ago,2022-05-05
583,749,Risk Analyst,Cleary Gottlieb Steen & Hamilton LLP,"New York, NY 10006 (Financial District area)",Estimated $52.1K - $65.9K a year,"Produce and analyze data for new business/matters at the Firm.
The Risk Analyst supports the Firm’s Risk Department in connection with in-house compliance and…",Posted14 days ago,2022-05-05
584,750,Senior Data Engineer & Analyst,Life House,"Remote in New York, NY",Estimated $120K - $152K a year,"Perform data profiling and analysis.
Develop data ingestion modules that will feed the AI models.
Design, build, and productionize complex data pipelines.",Posted16 days ago,2022-05-05
585,751,Data Science Analyst I,Mount Sinai,"New York, NY 10019 (Hell's Kitchen area)+4 locations",,"Perform first level machine learning analysis for a wide variety of data types (actigraphy, accelerometry, video (face, pose), audio (acoustic, semantic, NLP)…",Posted29 days ago,2022-05-05
586,752,Claims Business Analyst III (remote/hybrid),Utica Mutual Insurance Company,"Remote in Utica, NY 13502",Estimated $81K - $103K a year,Education: Bachelor's Degree preferred or Equivalent business or business analyst experience; Familiarity with automated Commercial Lines and/or Personal Lines…,Posted30+ days ago,2022-05-05
587,753,Data Quality Analyst,OptionMetrics,"Hybrid remote in New York, NY",Estimated $96.3K - $122K a year,"Perform data mining, data cleansing, and data analysis on large data sets.
Hands-on experience with data exploration and data visualization.",Posted30+ days ago,2022-05-05
588,754,Senior Analyst Medical Data - Inpatient Coder,NewYork-Presbyterian Hospital,"Manhattan, NY 10065 (Upper East Side area)",,"3-5 years medical record experience, preferably in an acute care, computerized environment; 2 -3 years demonstrated coding experience.",Posted30+ days ago,2022-05-05
589,755,"Analyst, Forecasting & Analysis, Peacock",NBCUniversal,"New York, NY 10112 (Midtown area)",,"Experience consolidating data and effectively communicating analysis.
Penchant for analytics and a data driven mindset.
Bachelor’s degree in a related field.",Posted30+ days ago,2022-05-05
590,756,Contracts Analyst,PSEG,"Bethpage, NY 11714+1 location",,"Experience using project/contract management systems to understand and analyze data.
Employment Type: Exempt Full Time.
Operating experience working with SAP.",Posted22 days ago,2022-05-05
591,757,"Remote Data/Product Analyst- R, SQL, Product Analytics & Ins...",SiriusXM,"Remote in New York, NY 10017",,"This analyst will partner with product managers, designers, engineers, data scientists and marketing teams to provide product usage and trend insights.",Posted30+ days ago,2022-05-05
592,759,Financial Data Analyst,Ketchum,"New York, NY 10001 (Garment District area)",,"Provide occasional support with more traditional financial analyst tasks.
Manually update supplemental data (Excel files) as needed.",Posted30+ days ago,2022-05-05
593,760,OFRO Systems & Solutions Data Analyst,PRICE WATERHOUSE COOPERS,"Remote in Melville, NY 11747+4 locations",,"Possessing an understanding of data mart and data warehouse concepts;
Utilizing experience working with NoSQL databases and JSON data;",Posted30+ days ago,2022-05-05
594,762,Sr. Business Analyst,GFT Technologies SE,"Remote in New York, NY 10016",Estimated $103K - $130K a year,The new GFT Sr. Business Analyst is seasoned in business analysis for the banking sector with exceptional analytical and conceptual thinking skills.,Posted27 days ago,2022-05-05
595,764,Regulatory Reporting Business Analyst,Arrayo,"New York, NY",,"Experience with data enhancement / data quality projects.
Perform data mapping analysis to understand the availability and quality of data.",Posted30+ days ago,2022-05-05
596,765,Senior Business Analyst,CysKen,"New York, NY",Estimated $111K - $140K a year,"Client is working on SaaS web application that brings together the key functionality an entrepreneur needs to run their business: project & task tracking, money…",Posted30+ days ago,2022-05-05
597,766,Business Intelligence Analyst,Paul Hastings,"New York, NY 10166 (Midtown area)",Estimated $90.9K - $115K a year,"Minimum 3 years of experience working in a data analysis role;
The Business Intelligence Analyst will assist with gathering, validating, synthesizing, reporting…",Posted30+ days ago,2022-05-05
598,767,Senior Data Analyst,EPAM Systems,"Temporarily Remote in New York, NY 10010+1 location",,Create ETL packages and scripts to extract and load data into a data warehouse using Google internal workflow engines to meet the business data needs.,Posted30+ days ago,2022-05-05
599,769,"Clinical Business Analyst, Data and Reporting - SHOW (Clinic...",NYC Health + Hospitals,"New York, NY",,"Work closely with the Epic team, other data analysts within the Office of Ambulatory Care, and other H+H staff to design reporting tools and to address data…",Posted23 days ago,2022-05-05
600,770,Data Analyst,Havas Group,"New York, NY",,"8+ years of experience in data analysis.
Be responsible for the quality and accuracy of data.
Assist in the coordination of data collection from various sources…",Posted30+ days ago,2022-05-05
601,771,Senior Data Analyst,Movado,"New York, NY",Estimated $94K - $119K a year,"Support data lake management to enrich data sources and develop business applications.
3+ years of data analytics experience.",Posted30+ days ago,2022-05-05
602,772,Business Analyst,PurEnergy,"Syracuse, NY 13219",Estimated $59.7K - $75.7K a year,"This includes collection of monthly data and reports from plants and other sources (ISO pricing, invoices) and establish a central data base for data.",Posted30+ days ago,2022-05-05
603,773,Senior Data Analyst,Monument Economics Group,"New York, NY 10001 (Chelsea area)",Estimated $119K - $151K a year,"Processes) and data visualization in JMP;
 Review documents/records/data and interview client personnel.
 Strong analytical skills with ability to translate…",Posted30+ days ago,2022-05-05
604,774,Institutional Research Analyst,Stony Brook Medicine,"Stony Brook, NY 11790",,"Coordinate with other analysts to link employee data to student data, finance data and other sources to create metrics (i.e. student-faculty ratio, sections per…",Posted23 days ago,2022-05-05
605,775,Business Analyst,"Optimal Strategix Group, Inc.","New York, NY",Estimated $85K - $108K a year,"Experience using data to drive rigorous product strategy.
Ownership of requirements gathering, process mapping, data flows and all other business analysis…",Posted30 days ago,2022-05-05
606,776,"Business Analyst, Global Product Services",Meta,"New York, NY+1 location",,"Experience working with SQL and building data pipelines.
Experience with data visualization tools such as Tableau.
Design, build, and maintain data pipelines.",Posted30+ days ago,2022-05-05
607,777,HIM Data Integrity Analyst - Incomplete Records,SUNY Upstate Medical University,"Syracuse, NY 13210 (University Hill area)",,"Job Summary: The Data Integrity Analyst is responsible for quality review of scanning, analyzing inpatient and outpatient records for complete and timely…",Posted30+ days ago,2022-05-05
608,778,"Financial Analyst, Office of Management and Budget - Hybrid...",Columbia University,"Manhattanville, NY+1 location",,"Must be detail-oriented with excellent organizational, interpersonal, written and oral skills, and have the ability to communicate effectively with all levels…",Posted21 days ago,2022-05-05
609,779,eCornell Sr. Business Analyst (Remote),Cornell University,"Remote in Ithaca, NY 14853",,"Bachelor’s degree in business, Computer Science, or related field and 5-7 years’ relevant experience or equivalent combination of education and experience.",Posted30+ days ago,2022-05-05
610,780,Sr. Data and Process Analyst,Change Healthcare,"Remote in New York, NY",,"Collects data to identify root cause of problems.
Develops metrics that provide data for process measurement, identifying indicators for future improvement…",Posted30+ days ago,2022-05-05
611,781,Business Analyst,"Optimal Strategix Group, Inc.","New York, NY",Estimated $85K - $108K a year,"Experience using data to drive rigorous product strategy.
Ownership of requirements gathering, process mapping, data flows and all other business analysis…",Posted30 days ago,2022-05-05
612,782,A/R Business Analyst | Hybrid NYC,HealthFirst,"Hybrid remote in New York, NY 10007",,"Must be able to create and manipulate data using pivot tables, as well as perform VLOOKUP functions.
Expertise in utilizing data analysis and query tools such…",Posted30+ days ago,2022-05-05
613,783,Business Analyst,Centivo,"Remote in Manhattan, NY",,"Proven ability to manipulate and analyze complex data sets (ie. Microsoft Excel).
2+ years of professional experience working as a product manager, business…",Posted30+ days ago,2022-05-05
614,785,Senior Business Analyst – Amazon,Revlon,"New York, NY 10004 (Financial District area)",,"Minimum of 3-5 years of business analysis experience supporting CPG sales team(s).
Translate data into actionable insights.",Posted30+ days ago,2022-05-05
615,786,Compliance Analyst,Albany Medical Center,"Albany, NY 12208 (Whitehall area)",,Candidates for this position must have demonstrated experience analyzing and interpreting highly complex data and scaling large data sets using a variety of…,Posted30+ days ago,2022-05-05
616,787,"Sr. Associate, Business Intelligence Analyst, Underwriting",New York Life Insurance Co,"New York, NY",,"Collaborate with data stewards in other areas to coordinate data sourcing and valid usages.
Has a familiarity with data analytical tools and the creation of…",Posted13 days ago,2022-05-05
617,788,Financial Analyst - Program Management Office,The Raymond Corporation,"Greene, NY 13778",,We are seeking an Information Analyst that will collect and analyze quantitative and qualitative data using a combination of statistical knowledge and business…,Posted30+ days ago,2022-05-05
618,789,Business Analyst/ Data Analyst (Database Analyst II) Clinica...,Mount Sinai,"New York, NY",,Prior experience as a healthcare data analyst or business analyst working with clinical EHR (Epic Clarity) data and nomenclatures and hospital claims data and…,Posted30+ days ago,2022-05-05
619,790,Operations Business Analyst I/II/III (Enrollment Management)...,Excellus,"Buffalo, NY 14221",Estimated $71.7K - $90.7K a year,"Acquire data from multiple sources and systems.
Develop and implement databases, or other data collection systems, to identify, analyze, and interpret trends or…",Posted15 days ago,2022-05-05
620,791,Service Desk Support Analyst I,First Republic Bank,"New York, NY 10020 (Midtown area)",,"Must be able to review and analyze data reports and manuals; must be computer proficient.
Leverage Level 2 and Level 3 teammates for troubleshooting and…",Posted30 days ago,2022-05-05
621,792,"Quantitative Business Analyst, Analytics and Decision Suppor...",YouTube,"New York, NY+1 location",,"3 years of experience in working with datasets and conducting data analysis using SQL and Python.
Experience designing data models or table schema.",Posted30+ days ago,2022-05-05
622,793,Senior Management Analyst (Senior Business Analyst SAS&SQL)-...,Mount Sinai,"New York, NY",,"Solid understanding of enterprise data warehouse, subject-matter data marts, and complex data models.
Provide statistical and data analysis support.",Posted30+ days ago,2022-05-05
623,794,IT Business Analyst,New York City Housing Development Corporation...,"New York, NY",,"Lead the design and creation of dashboards, reports, data catalogs and other tools to enable HDC users to consume and analyze data.",Posted30+ days ago,2022-05-05
624,795,"Business Analyst, Global Product Services",Meta,"New York, NY+1 location",,"Experience working with SQL and building data pipelines.
Experience with data visualization tools such as Tableau.
Design, build, and maintain data pipelines.",Posted30+ days ago,2022-05-05
625,796,Junior Financial Analyst - Commercial,Mohawk Fine Papers,"Cohoes, NY 12047",,"Interpret data to support decision making.
Able to work with large amounts of data.
Perform data validation, collaborate with Director to streamline processes.",Posted22 days ago,2022-05-05
626,797,Senior Business Analyst,S&P Global,"New York, NY+1 location",,"The ideal candidate will be a highly organized individual with proven capabilities to identify, analyze and document requirements at both a detailed and broad…",Posted30+ days ago,2022-05-05
627,798,Technology Business Analyst,Morgan Stanley,"New York, NY",,Become a subject matter expert for banking product data by taking on data research/analysis tasks and answering questions about the data.,Posted30+ days ago,2022-05-05
628,799,"Analyst, Division of Strategic Operations & Analytics",NYC Careers,"New York, NY 11201 (Fort Greene area)",,Support the implementation of data-driven program operations and provide technical assistance to program staff on using data-driven program management tools.,Posted9 days ago,2022-05-05
629,801,Compliance and Business Analyst,Cornell University,"Ithaca, NY 14853",,"Identify and implement new data schemas (tables, fields, relationship) for data warehouse.
Develop ad hoc queries and metrics and provide analysis of data…",Posted30+ days ago,2022-05-05
630,802,Senior Technical Business Analyst,Compas,"New York, NY 10019 (Midtown area)",Estimated $130K - $164K a year,"5-10 years business analysis and development of application requirements.
Development of requirements for system, validation, QC and data governance processes.",Posted30+ days ago,2022-05-05
631,803,Marketing Technology Analyst,Practising Law Institute,"Hybrid remote in New York, NY 10036",Estimated $70.3K - $89.1K a year,"3 – 5 years of relevant experience is required.
Independently extract, blend, and transform data from different sources and systems including flat files,…",Posted30+ days ago,2022-05-05
632,804,"Data Analyst, Merchant Health",Riskified,"Hybrid remote in New York, NY 10001",,"2+ years of relevant strong analytical experience with complex data.
Master the online fraud prevention domain through hands-on analysis of live data.",Posted30+ days ago,2022-05-05
633,805,Senior Statistical Healthcare Data Analyst,FAIR Health Inc,"New York, NY 10036 (Midtown area)",,"This person will also have a broad knowledge of medical and dental data, healthcare fee schedules and data products and an ability to apply that knowledge to…",Posted30+ days ago,2022-05-05
634,806,LIFE Financial Reinsurance Analyst (2022 Permanent – New Yor...,Munich Re,"New York, NY",,"Formed just over 5 years ago, the Financial Reinsurance (FinRe) team has responsibility for marketing, developing, structuring, and executing financial…",Posted30+ days ago,2022-05-05
635,807,Functional Lead Analyst (IT Business Analyst),Nazareth College,"Rochester, NY",Estimated $81.4K - $103K a year,"3-5 years or more of progressive experience in business analysis and data stewardship and analysis.
Maintains / ensures data integrity for divisional data…",Posted9 days ago,2022-05-05
636,808,Sr. Data and Process Analyst,Change Healthcare,"Remote in New York, NY+1 location",,"Collects data to identify root cause of problems.
Develops metrics that provide data for process measurement, identifying indicators for future improvement…",Posted30+ days ago,2022-05-05
637,809,Business Analyst,"Optimal Strategix Group, Inc.","New York, NY",Estimated $85K - $108K a year,"Experience using data to drive rigorous product strategy.
Ownership of requirements gathering, process mapping, data flows and all other business analysis…",Posted30 days ago,2022-05-05
638,810,"Research Analyst, Bureau of Mental Health",NYC Careers,"Queens, NY 11101",,"Design, conduct, and interpret analysis on both administrative datasets and survey data as they relate to mental health (SPARCS psychiatric data, Vital…",Posted30+ days ago,2022-05-05
639,812,"Data Partnerships, Senior Analyst – Ad Tech & Media",PepsiCo,"Purchase, NY 10577",,"Minimum 4 years’ data management experience (data automation, data quality, data governance, data stewardship).
Bachelor’s Degree, Masters a plus.",Posted30+ days ago,2022-05-05
640,813,Research Analyst,The Corcoran Group,"New York, NY",,"Ability to analyze large amounts of data, identify trends, and synthesize into meaningful conclusions.
Coordinate with on-site leasing teams to track and…",Posted21 days ago,2022-05-05
641,814,Senior Reporting Analyst - Core Administration,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)",,"Strong background in data mining and data analysis.
Responsible for data validation, and provides support for data questions and issues.",Posted30+ days ago,2022-05-05
642,815,"Technical Analyst, Reporting - IntelliScript",Milliman,"Albany, NY 12205",Estimated $59.8K - $75.8K a year,"By leveraging our relationships with retail pharmacy chains, PBM’s, and data clearinghouses, Milliman IntelliScript assesses pharmacy and other types of data on…",Posted30+ days ago,2022-05-05
643,816,Sr. P&C Business Analyst,Ebix Inc.,"New York, NY 10019 (Midtown area)",Estimated $120K - $152K a year,The senior business analyst will also be responsible for planning and facilitating user acceptance testing and managing business relationships.,Posted30+ days ago,2022-05-05
644,817,"Senior Analyst, Analytics & Metrics-People Analytics (Remote...",MasterCard,"Remote in Purchase, NY 10577",,"O Collaborates with data engineering and visualization resources to access and manipulate data, explain data requirements, and surface findings via cutting-edge…",Posted30+ days ago,2022-05-05
645,818,Digital B2B Analyst,1-800-Flowers,"Jericho, NY 11753",Estimated $50.7K - $64.1K a year,"This includes creating new KPIs, dashboards, and the tools and data pipelines needed to support and improve leadership’s ability to make customer-centric…",Posted30+ days ago,2022-05-05
646,819,Business Analyst,Macquarie Group Limited,"Philadelphia, NY+1 location",Estimated $78.1K - $98.9K a year,"Identifying data issues and work with appropriate resources to resolve them.
The Identity and Access Management (IAM) team performs a vital role for Macquarie…",Posted30+ days ago,2022-05-05
647,820,"Senior Analyst, Data & Insights (Subscriber/Subscription Rep...",The New York Times,"New York, NY",,"Familiarity with GCP or other big data environments.
Familiarity with GCP or other big data environments.
Closely work with Engineering to solve data issues…",Posted30+ days ago,2022-05-05
648,821,Senior Data Analyst - ETL Pipelining,Bloomberg,"New York, NY 10261",,Design data models: Choose optimal data solutions and design flexible schemas for our data to ultimately improve the way clients interact with and analyze…,Posted30+ days ago,2022-05-05
649,823,IT Business Analyst,Environmental Defense Fund,"New York, NY 10003 (Flatiron area)",Estimated $90.5K - $115K a year,"The IT Business Analyst will be responsible for acting as a liaison between EDF's business users and technologists.
Participate in solution design sessions.",Posted30+ days ago,2022-05-05
650,824,Data Quality Analyst Senior,M&T Bank,"Hybrid remote in Buffalo, NY",,"You will perform data profiling, data discovery recognizing trends and statistical anomalies in the data.
Bachelor’s degree and a minimum of 5 years’ relevant…",Posted30+ days ago,2022-05-05
651,826,Senior IT Business Analyst,LSEG (London Stock Exchange Group),"New York, NY",Estimated $99K - $125K a year,Outstanding written and oral communications as well as interpersonal skills; ability to explain technical detail to business facing stakeholders and business…,Posted30+ days ago,2022-05-05
652,827,"Senior Data Reporting Analyst, EDI & Reporting",Versant Health,"Remote in Albany, NY",Estimated $91.6K - $116K a year,Creation of reconciliation controls and reporting to ensure data submissions align with core system counts as well as responses from states and clients for file…,Posted22 days ago,2022-05-05
653,828,BUSINESS INTELLIGENCE ANALYST-EXECUTIVE DASHBOARD ANALYTICS...,Montefiore Medical Center,"Yonkers, NY 10703",,"Advanced proficiency in data analytics.
These projects include data feeds, data marts, reports, and dashboards that support Montefiore strategic goals.",Posted30+ days ago,2022-05-05
654,830,Data Analyst I / Data Support Spec. / HYBRID,Highland Hospital,"Hybrid remote in Rochester, NY",,"Submits clinical data as requested to support quality, outreach, risk, or other value-based care initiatives.
Collaborates with physicians and practice teams to…",Posted30+ days ago,2022-05-05
655,831,Analyst,January Digital,"New York, NY 11208 (East New York area)",Estimated $55.2K - $69.8K a year,"Identify the appropriate data sets and approach for a particular business challenge.
Become a subject matter expert on how data can be applied to problem…",Posted30+ days ago,2022-05-05
656,832,"Financial Analyst (Ithaca, NY)",Tompkins Financial Corporation,"Ithaca, NY 14850",,This position will be the department liaison with the Enterprise Data Management (EDM) team; Taking ownership of all financial data stored in the data warehouse…,Posted30+ days ago,2022-05-05
657,833,"Senior Analyst, Online Business Analytics (Remote)",Home Depot / THD,"Remote in New York, NY 10001",,"20% - Analyze web analytics data as well as other offline data to evaluate site performance.
Prior experience with data visualization platform (Tableau).",Posted23 days ago,2022-05-05
658,836,Senior Business Analyst,Intone Networks,"New York, NY",Estimated $106K - $135K a year,"Ability to draft and organize project documentation - General understanding of data integrations between systems and information flow - Proficiency in charts,…",Posted30+ days ago,2022-05-05
659,837,Cybersecurity Analyst II,Xandr,"New York, NY",Estimated $117K - $148K a year,"Validate log sources and indexed data, search through indexed data to optimize search criteria.
Assess applications and the associated data flow for risk to…",Posted30+ days ago,2022-05-05
660,838,E-commerce Business Analyst,Viseo,"New York, NY",Estimated $95.3K - $121K a year,"Responsible for integrating new vendors in our PIM (API connectivity or template built): the templates or connectivity is ensured by our vendor, but data…",Posted30+ days ago,2022-05-05
661,839,"Research Analyst, Bureau of Mental Health",NYC Careers,"Queens, NY 11101",,"Design, conduct, and interpret analysis on both administrative datasets and survey data as they relate to mental health (SPARCS psychiatric data, Vital…",Posted30+ days ago,2022-05-05
662,841,Research Analyst,The Corcoran Group,"New York, NY",,"Ability to analyze large amounts of data, identify trends, and synthesize into meaningful conclusions.
Coordinate with on-site leasing teams to track and…",Posted21 days ago,2022-05-05
663,842,Sr. Technical Business Analyst,AT&T,"New York, NY",,"Monitor infrastructure usage and update data models on a regular basis.
Must have strong knowledge in modern data center hardware and operations.",Posted30+ days ago,2022-05-05
664,843,Senior Reporting Analyst - Core Administration,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)",,"Strong background in data mining and data analysis.
Responsible for data validation, and provides support for data questions and issues.",Posted30+ days ago,2022-05-05
665,844,"Technical Analyst, Reporting - IntelliScript",Milliman,"Albany, NY 12205",Estimated $59.8K - $75.8K a year,"By leveraging our relationships with retail pharmacy chains, PBM’s, and data clearinghouses, Milliman IntelliScript assesses pharmacy and other types of data on…",Posted30+ days ago,2022-05-05
666,845,Sr. P&C Business Analyst,Ebix Inc.,"New York, NY 10019 (Midtown area)",Estimated $120K - $152K a year,The senior business analyst will also be responsible for planning and facilitating user acceptance testing and managing business relationships.,Posted30+ days ago,2022-05-05
667,846,"Senior Analyst, Analytics & Metrics-People Analytics (Remote...",MasterCard,"Remote in Purchase, NY 10577",,"O Collaborates with data engineering and visualization resources to access and manipulate data, explain data requirements, and surface findings via cutting-edge…",Posted30+ days ago,2022-05-05
668,847,Business Analyst IV - Remote,Centene Corporation,"Remote in New York, NY",,"6+ years of business process or data analysis preferably in healthcare or 5+ years of HEDIS analysis.
Lead the support of business initiatives through data…",Posted30+ days ago,2022-05-05
